timestamp,cpu,memory,disk
2026-08-26 00:00:00,78.48723086662905,73.89799478849953,80.3822465947104
2026-08-26 00:00:01,66.86668700643399,58.592061835267536,73.56507148533098
2026-08-26 00:00:02,14.631020229418834,37.46962871670855,92.4461844288274
2026-08-26 00:00:03,80.84045316827525,62.294408489214284,26.997873301093378
2026-08-26 00:00:04,41.34453300775848,80.18113539288399,87.92363499116051
2026-08-26 00:00:05,41.40727370992319,20.64166713319868,2.1516307055010175
2026-08-26 00:00:06,71.2756921844379,68.36160237184214,42.38047230361192
2026-08-26 00:00:07,37.267930975831185,72.82784341124754,49.74680396538498
2026-08-26 00:00:08,62.24207846170201,58.59411656612523,18.850045572098107
2026-08-26 00:00:09,13.383039760203664,98.4297346518601,82.89505318442491
2026-08-26 00:00:10,82.5220603593661,45.7796528678331,78.44325944065105
2026-08-26 00:00:11,91.64575318688105,90.62615918534742,84.69134997995548
2026-08-26 00:00:12,69.52565135619668,69.4755278029027,28.167529292295455
2026-08-26 00:00:13,42.0245817422621,27.389246710609427,39.69935065109917
2026-08-26 00:00:14,90.46495275097102,31.69105309761042,6.499367884349994
2026-08-26 00:00:15,22.365189697060174,15.718567049950005,84.59578166689896
2026-08-26 00:00:16,77.94233633883559,93.49250160119121,10.15525361119104
2026-08-26 00:00:17,79.18739635574313,43.342881424034715,85.372513418147
2026-08-26 00:00:18,47.54677905768303,21.109847598949084,74.19036505223869
2026-08-26 00:00:19,64.47179883215642,4.525703288948546,99.32904581416001
2026-08-26 00:00:20,67.22655855576267,17.33745610664198,18.588298923236067
2026-08-26 00:00:21,33.54284820151282,30.07158523859177,48.0858706884708
2026-08-26 00:00:22,58.645478641703576,27.611873783912255,13.386129432599315
2026-08-26 00:00:23,82.23137459917193,14.47292714663223,35.76070028356941
2026-08-26 00:00:24,85.02464703037876,42.4179203683202,73.01306767561765
2026-08-26 00:00:25,95.98697525970944,28.426863958252678,55.490128846596
2026-08-26 00:00:26,60.14946157562685,97.44698797611873,94.50154995453273
2026-08-26 00:00:27,29.954527275869115,9.472523990671666,31.628694093074284
2026-08-26 00:00:28,27.60613636563277,94.02183657204593,50.51064191731255
2026-08-26 00:00:29,15.107381022468203,28.8054570582557,2.6517780190190576
2026-08-26 00:00:30,16.453646889690244,28.977137723024903,63.99875099180839
2026-08-26 00:00:31,25.660308513046125,7.883003547219857,79.8929135424573
2026-08-26 00:00:32,88.2998092925276,73.3753179863083,39.5663831543895
2026-08-26 00:00:33,26.317931057926515,47.03395139753213,14.535155172911862
2026-08-26 00:00:34,90.4161852159454,27.162180754284137,46.40073338469088
2026-08-26 00:00:35,38.958500368634375,31.135105951535568,28.073971962414323
2026-08-26 00:00:36,14.368677630897542,92.3629104490538,70.65261916379625
2026-08-26 00:00:37,60.8304977213298,34.546551961885385,0.8136877572989754
2026-08-26 00:00:38,37.23952713452845,90.01715791553943,73.83058851466842
2026-08-26 00:00:39,40.569505571903456,42.93293487731166,64.75332410237074
2026-08-26 00:00:40,56.08398713854903,82.758736709681,20.521305857162663
2026-08-26 00:00:41,25.81597445742633,99.59750043432169,86.12906069810073
2026-08-26 00:00:42,98.18759344518067,26.095056848227195,65.9568655180015
2026-08-26 00:00:43,45.89014181401231,66.60321315451347,78.66102044855867
2026-08-26 00:00:44,87.82989648352984,9.534946345825368,99.89245019900625
2026-08-26 00:00:45,14.655414587306781,40.29110420333972,0.5187982353930476
2026-08-26 00:00:46,39.654731914730704,60.712841629636515,6.552615316107224
2026-08-26 00:00:47,76.50234155292699,14.323608864723102,15.531935825327581
2026-08-26 00:00:48,85.60316102906324,97.15737503310969,36.07493850214048
2026-08-26 00:00:49,58.3706772536674,98.55539606468177,87.57821548076815
2026-08-26 00:00:50,4.148703298037681,36.80922819766788,32.25821940172951
2026-08-26 00:00:51,88.75750194764368,93.01512625969426,41.98549443545252
2026-08-26 00:00:52,12.690719145555073,14.403897939456566,14.809891979147649
2026-08-26 00:00:53,67.03340565409522,83.50820027890269,45.81562253005379
2026-08-26 00:00:54,85.8598587541455,72.75227452561856,60.462786759006235
2026-08-26 00:00:55,3.052568668955258,3.976360508024801,95.64128360444857
2026-08-26 00:00:56,16.933781910369717,4.389426325118739,73.14960863495818
2026-08-26 00:00:57,59.583996745360515,58.32846659060525,39.740765622568595
2026-08-26 00:00:58,53.149662808426804,22.427033399429654,48.24763615471404
2026-08-26 00:00:59,58.28624806825496,0.15917832405857313,14.874685392674735
2026-08-26 00:01:00,59.47777493198234,66.79011888945546,65.08608635558902
2026-08-26 00:01:01,31.66234520692942,24.36704507787766,95.2770245958058
2026-08-26 00:01:02,65.53122347814413,23.355737263498177,36.12344494365114
2026-08-26 00:01:03,6.768973289876811,6.237369274419313,70.86178141536946
2026-08-26 00:01:04,7.970687942360922,77.14825754129355,66.67554861390053
2026-08-26 00:01:05,78.92006062279138,85.44889347627223,89.18865477066332
